Time,Density (kg/m³),Resin Loading (g/m²),Temperature (°C),Moisture Content (%),Press Pressure (bar),Press Time (sec),Particle Size (mm),Resin Type,IB (MPa),MOR (MPa),TS (%),Outside Temperature (°C),Sawdust Humidity (%),Curing Time (sec),Cooling Time (sec),Cutting Speed (m/min),Warehouse Humidity (%),Material Waste (%),Energy Consumption (kWh),Wood Species Mix Ratio,Resin Hardener Ratio,Press Closure Speed (mm/s),Hot Press Plate Surface Temperature (°C),Pre-press Mat Moisture Content (%),Post-press Board Cooling Rate (°C/min),Dust Extraction Efficiency (%),Resin Penetration Depth (mm),Mat Forming Consistency (%),Board Edge Integrity (rating),Trim Waste Percentage (%),Additive Dosage (g/kg),Screening Efficiency (%),Blending Time for Particles and Resin (min),Mat Pre-heating Temperature (°C),Compression Ratio,Panel Surface Roughness (μm),Formaldehyde Scavenger Addition (g/kg),Sawdust Particle Distribution Uniformity (rating)
2022-03-22,720.2,182.52,209.29,7.0,374.36,34.79,1.2,Urea-formaldehyde,0.57,46.21,20.59,-3.97,6.71,165.26,41.38,71.05,36.25,3.72,1351.15,0.35,0.04,15.77,183.8,7.11,1.62,95.0,1.45,90.7,Good,4.26,15.97,93.6,9.6,96.1,1.55,90.0,7.27,Non-uniform
2022-09-28,668.09,200.74,221.35,9.93,343.04,39.65,1.68,Phenol-formaldehyde,0.78,32.34,14.93,5.28,7.63,116.26,59.56,88.2,45.51,0.51,1002.4,0.55,0.024,16.94,226.6,6.17,3.13,98.8,2.2,99.7,Fair,4.3,2.05,97.3,9.6,110.3,1.84,18.0,6.68,Non-uniform
2022-02-21,761.69,104.18,192.86,10.06,395.4,37.02,2.74,Urea-formaldehyde,0.76,23.32,10.41,-0.79,6.65,93.26,31.56,84.25,34.52,2.38,654.51,0.15,0.046,8.61,213.9,5.79,4.33,90.2,3.27,92.2,Poor,0.07,11.09,87.7,9.2,113.0,2.5,13.0,8.27,Uniform
2022-03-31,603.6,148.88,225.74,10.86,321.84,33.57,0.76,Melamine,0.49,45.21,12.94,26.3,8.31,66.99,36.0,95.08,47.5,1.34,1058.96,0.87,0.036,6.43,227.0,8.45,4.0,90.3,2.67,98.0,Fair,2.77,18.96,89.7,8.3,113.0,2.87,71.0,7.36,Non-uniform
2022-02-09,687.41,133.94,204.09,9.39,362.28,32.9,1.46,Phenol-formaldehyde,0.34,44.44,19.45,11.67,5.94,62.88,80.71,55.07,40.16,0.52,1095.87,0.88,0.047,5.8,200.9,8.87,1.65,91.2,2.02,99.0,Poor,3.85,14.57,97.2,14.4,104.4,2.8,82.0,1.88,Non-uniform
2022-05-04,627.3,292.0,223.63,6.77,347.17,29.12,0.53,Urea-formaldehyde,0.35,49.42,13.51,-1.8,8.86,115.35,76.12,78.59,30.91,1.38,1231.59,0.35,0.049,8.48,207.9,6.36,4.79,91.3,4.86,94.1,Excellent,1.28,12.91,96.6,5.7,84.2,1.75,26.0,2.53,Non-uniform
2022-12-24,634.3,149.81,203.57,5.64,372.83,33.64,1.85,Urea-formaldehyde,0.78,42.6,20.03,26.65,13.78,176.0,61.63,78.11,34.79,3.22,824.3,0.43,0.029,5.1,218.1,9.71,4.47,96.2,2.53,100.0,Poor,4.69,6.6,85.2,13.6,104.8,2.12,83.0,7.54,Uniform
2022-06-03,723.76,201.13,215.35,11.72,353.4,23.71,1.18,Urea-formaldehyde,0.66,39.93,23.07,20.7,7.07,83.7,54.25,67.76,45.43,2.81,650.87,0.61,0.041,8.81,197.8,5.35,3.06,95.6,1.67,99.1,Fair,4.36,10.15,87.4,9.0,111.4,1.51,73.0,0.23,Non-uniform
2022-11-12,669.36,159.14,184.44,6.58,380.45,31.38,1.91,Melamine,0.54,40.92,15.83,17.01,11.36,155.03,70.95,78.02,45.93,2.29,869.79,0.63,0.014,15.34,210.2,8.24,2.38,92.5,2.86,91.2,Poor,4.96,5.59,94.1,13.8,104.3,2.76,60.0,9.35,Uniform
2022-03-17,602.4,173.52,201.46,8.43,300.25,36.08,1.53,Phenol-formaldehyde,0.79,31.62,8.85,13.59,14.39,173.31,80.34,67.95,44.64,1.29,755.01,0.52,0.019,8.63,229.5,5.72,1.67,90.0,3.32,95.9,Good,1.1,17.48,97.9,8.4,81.1,2.58,54.0,1.93,Non-uniform
2022-01-08,726.17,281.58,222.63,10.9,354.67,29.4,0.72,Urea-formaldehyde,0.69,47.39,16.46,6.91,12.86,164.02,36.27,80.34,41.86,2.63,570.05,0.83,0.047,15.19,185.4,7.88,2.44,92.7,4.88,93.1,Poor,3.29,11.67,82.1,10.7,108.2,1.52,87.0,8.98,Uniform
2022-06-10,612.4,169.01,197.05,6.87,316.67,35.87,2.35,Phenol-formaldehyde,0.63,27.44,19.31,33.65,10.35,128.35,37.22,65.23,42.05,3.38,1222.5,0.31,0.037,12.2,225.8,7.62,3.1,91.8,4.27,93.8,Good,2.63,19.43,84.1,7.4,93.6,2.15,37.0,0.06,Non-uniform
2022-03-11,643.54,199.44,212.65,11.69,307.44,21.65,0.87,Phenol-formaldehyde,0.41,31.55,11.54,-4.56,10.22,65.36,73.56,95.48,34.29,3.23,668.03,0.37,0.032,10.36,189.5,10.61,4.59,98.5,3.25,95.3,Poor,0.06,3.59,84.1,9.0,95.8,2.83,88.0,4.26,Non-uniform
2022-09-11,694.34,164.17,184.95,10.27,397.75,27.94,2.54,Urea-formaldehyde,0.63,44.74,21.72,7.0,5.2,103.24,37.37,93.08,46.88,3.26,801.07,0.14,0.016,14.89,184.6,10.52,2.86,98.1,4.33,98.0,Good,2.96,13.95,92.2,8.1,108.3,2.76,60.0,0.94,Non-uniform
2022-07-12,626.25,182.78,212.0,11.06,396.64,30.93,0.96,Phenol-formaldehyde,0.52,26.14,17.72,29.18,8.63,108.76,60.59,86.92,34.93,0.63,888.6,0.17,0.014,18.76,213.6,11.01,4.04,92.7,2.47,98.4,Fair,4.98,17.94,92.3,9.5,106.3,2.76,71.0,7.65,Uniform
2022-08-19,753.41,260.88,186.82,5.97,354.88,32.06,2.94,Urea-formaldehyde,0.75,34.52,24.86,33.59,13.69,61.64,41.59,72.56,40.7,2.45,1306.84,0.69,0.023,7.72,220.8,9.23,4.63,93.0,4.54,93.8,Poor,1.11,7.5,87.7,7.3,92.9,1.56,29.0,6.69,Non-uniform
2022-04-06,736.22,196.12,192.06,7.87,373.42,31.48,1.29,Phenol-formaldehyde,0.61,43.9,12.61,23.51,8.74,122.22,47.15,83.11,47.68,3.86,805.7,0.54,0.038,19.26,208.4,10.02,4.96,97.5,3.34,92.9,Excellent,3.27,3.43,83.4,6.5,88.3,1.79,20.0,0.79,Uniform
2022-12-03,683.88,207.71,221.36,6.88,311.52,25.53,1.03,Melamine,0.56,22.43,15.52,-1.48,6.78,66.94,85.04,51.97,39.7,3.21,1038.12,0.59,0.023,9.06,182.4,11.09,4.46,96.4,1.54,98.5,Fair,1.68,14.95,81.3,5.9,101.0,2.31,82.0,1.21,Non-uniform
2022-05-13,663.26,202.75,209.39,10.24,358.82,23.48,1.4,Phenol-formaldehyde,0.59,43.1,22.14,5.95,8.37,131.94,82.45,88.76,42.15,1.47,1004.01,0.45,0.025,16.68,191.9,8.32,1.23,94.0,3.03,97.9,Good,2.81,16.43,94.4,5.3,112.3,2.2,34.0,1.95,Uniform
2022-03-10,601.49,275.78,212.26,7.61,330.15,38.11,2.06,Phenol-formaldehyde,0.39,29.93,9.31,8.09,7.07,127.91,34.54,50.62,33.02,0.22,827.6,0.92,0.01,11.38,216.9,11.93,1.45,98.5,2.03,93.1,Poor,0.29,7.06,93.6,9.7,90.6,1.99,30.0,2.87,Non-uniform
2022-10-23,683.31,152.12,194.65,8.46,311.28,29.93,2.19,Urea-formaldehyde,0.3,22.75,16.91,24.4,7.61,61.58,81.95,84.18,46.34,4.94,1401.24,0.62,0.024,6.85,214.9,11.18,2.58,93.8,4.18,92.5,Fair,4.26,0.41,89.4,13.3,81.9,1.88,75.0,0.79,Non-uniform
2022-02-08,628.74,231.45,205.94,5.26,364.96,30.89,1.03,Urea-formaldehyde,0.8,38.18,13.81,4.37,5.52,75.95,86.48,67.55,35.14,3.25,691.86,0.68,0.015,7.29,198.5,11.19,2.49,94.1,4.7,92.7,Poor,3.45,6.75,80.5,14.0,108.0,1.69,54.0,8.91,Uniform
2022-04-14,623.1,254.01,193.75,10.01,386.55,26.19,1.15,Phenol-formaldehyde,0.34,26.35,18.73,16.81,12.83,169.59,53.87,71.33,37.41,1.95,1444.71,0.38,0.037,9.99,205.7,10.43,4.08,98.2,1.2,95.1,Fair,3.72,5.47,86.5,8.8,105.3,1.64,85.0,8.94,Uniform
2022-01-12,798.37,251.31,224.1,6.72,301.12,23.13,0.8,Melamine,0.64,20.81,23.71,21.5,11.86,178.78,35.88,83.83,43.87,4.38,563.87,0.12,0.032,10.69,188.1,5.25,2.4,91.3,2.82,94.9,Excellent,4.84,3.86,97.3,13.8,107.8,2.34,29.0,1.41,Uniform
2022-10-05,693.27,113.15,215.15,9.07,314.38,22.36,0.78,Melamine,0.39,46.0,22.88,5.84,5.45,111.02,39.76,93.09,48.15,4.11,1099.27,0.21,0.018,16.14,212.0,6.15,3.32,93.0,3.61,97.8,Poor,3.36,0.21,98.8,11.7,108.7,1.74,77.0,7.93,Non-uniform
2022-12-04,707.6,145.13,202.35,9.82,390.15,29.12,2.91,Phenol-formaldehyde,0.32,26.34,14.0,21.24,7.63,162.86,89.22,93.95,46.3,0.69,794.96,0.93,0.022,17.89,201.0,8.41,2.6,91.1,2.66,97.9,Good,1.02,7.72,88.7,9.9,97.5,1.94,92.0,8.09,Non-uniform
2022-06-12,680.42,199.07,210.42,9.5,330.28,29.76,2.75,Phenol-formaldehyde,0.3,44.5,17.25,-0.02,10.92,95.41,50.25,56.63,44.47,0.69,937.08,0.88,0.043,5.38,184.3,6.35,1.95,92.6,1.16,92.5,Excellent,2.21,0.96,97.9,6.0,117.4,1.9,63.0,1.93,Non-uniform
2022-04-25,620.38,293.35,229.56,8.68,336.29,20.46,0.51,Phenol-formaldehyde,0.65,21.84,9.98,27.76,5.87,81.63,31.31,52.76,41.79,4.46,1037.59,0.63,0.03,5.36,213.0,6.28,1.45,92.8,1.6,97.1,Fair,2.39,6.23,81.3,5.4,99.5,2.37,32.0,6.68,Uniform
2022-06-19,674.37,151.27,203.76,11.49,399.76,23.33,1.1,Urea-formaldehyde,0.48,32.73,17.09,4.77,12.89,106.24,86.5,79.88,35.49,0.73,864.15,0.99,0.028,18.26,196.3,11.94,2.58,91.3,4.98,90.5,Poor,3.21,0.36,98.9,10.0,96.1,2.22,57.0,5.02,Non-uniform
2022-04-04,793.21,278.77,229.89,7.12,331.81,29.23,1.62,Urea-formaldehyde,0.51,36.84,9.67,12.24,6.9,121.66,30.96,93.17,45.49,2.35,1306.07,0.31,0.011,11.71,185.9,9.62,1.25,98.5,4.48,96.3,Good,4.64,12.06,97.5,14.2,89.8,2.19,36.0,7.43,Non-uniform
2022-12-20,784.99,136.03,202.66,8.78,394.48,32.24,1.12,Urea-formaldehyde,0.63,32.32,20.58,16.9,5.74,175.81,82.46,55.18,33.39,0.28,1231.72,0.35,0.023,16.22,184.5,9.36,4.02,96.0,4.78,94.0,Good,4.12,16.39,91.9,8.5,113.6,1.63,98.0,4.47,Non-uniform
2022-06-18,712.16,100.41,200.15,11.42,366.08,30.87,0.73,Urea-formaldehyde,0.55,33.67,23.53,31.83,9.38,170.11,57.12,59.21,37.42,0.55,1203.47,0.27,0.044,16.7,225.4,5.68,1.67,98.3,2.74,97.2,Good,1.38,1.71,96.8,10.0,95.3,1.79,41.0,9.41,Non-uniform
2022-02-20,740.07,207.68,209.72,7.7,390.71,29.86,2.58,Urea-formaldehyde,0.46,44.09,14.86,14.74,6.09,121.57,49.57,76.17,40.48,2.11,823.12,0.66,0.038,7.78,181.7,8.3,1.24,91.4,1.08,97.9,Good,2.43,19.62,97.3,6.6,92.1,2.4,18.0,9.15,Non-uniform
2022-04-15,623.74,126.48,212.58,7.62,394.6,28.65,2.91,Melamine,0.48,31.07,19.21,27.66,13.93,72.97,80.96,60.66,41.22,0.37,1161.76,0.94,0.013,5.83,223.2,10.9,2.87,95.2,4.98,90.6,Excellent,2.15,18.35,93.9,13.5,93.3,1.86,73.0,4.82,Non-uniform
2022-05-09,652.92,113.87,209.22,8.68,317.12,30.45,1.38,Urea-formaldehyde,0.32,29.16,20.44,32.19,14.35,102.1,53.65,88.14,35.93,3.91,1299.93,0.19,0.04,11.39,206.8,6.28,4.38,97.8,3.36,90.6,Fair,2.91,9.87,91.9,9.2,99.9,2.07,70.0,6.54,Uniform
2022-08-25,703.61,243.72,192.58,5.63,342.38,38.61,1.26,Phenol-formaldehyde,0.5,45.46,9.48,2.82,8.75,135.6,51.83,74.11,42.5,1.05,1450.12,0.14,0.016,13.74,228.3,11.94,4.41,95.6,3.48,91.0,Excellent,0.46,17.92,92.8,10.4,118.1,1.96,74.0,4.94,Non-uniform
2022-01-29,640.82,162.73,209.3,7.01,352.09,25.51,1.55,Phenol-formaldehyde,0.46,25.47,19.1,27.1,5.19,71.17,80.77,55.76,49.75,3.1,1098.4,0.53,0.029,17.35,187.0,11.62,1.69,90.1,3.29,92.0,Excellent,0.68,0.38,87.8,9.1,96.0,1.65,48.0,8.87,Non-uniform
2022-04-25,759.23,182.41,213.73,9.64,385.05,28.77,2.79,Urea-formaldehyde,0.31,26.89,14.72,21.68,8.71,92.71,67.12,90.35,42.58,4.15,971.45,0.12,0.038,10.17,183.4,11.84,1.51,93.0,1.58,99.3,Excellent,2.5,1.78,96.0,7.1,117.8,2.0,88.0,2.75,Non-uniform
2022-06-11,799.92,292.47,184.18,7.34,325.17,36.61,1.39,Melamine,0.46,33.63,24.36,17.34,5.51,153.06,69.85,56.07,38.38,0.8,947.56,0.71,0.033,5.46,219.4,8.05,1.5,96.1,2.76,91.7,Fair,2.27,17.93,96.8,12.2,89.9,1.89,65.0,4.8,Uniform
2022-12-21,677.1,220.45,225.77,7.85,366.24,37.36,2.22,Phenol-formaldehyde,0.66,45.79,15.28,6.65,10.14,102.37,88.38,89.63,35.05,1.1,780.03,0.84,0.019,18.35,216.1,7.94,3.17,98.7,2.02,91.6,Fair,1.59,14.88,80.6,13.5,111.5,1.76,43.0,1.26,Non-uniform
2022-11-19,755.75,269.12,213.46,8.48,326.04,21.2,0.66,Phenol-formaldehyde,0.48,46.11,17.18,14.95,14.07,130.36,76.49,70.75,42.79,2.84,592.29,1.0,0.024,14.46,182.1,5.14,4.14,93.2,2.85,91.3,Fair,1.62,18.66,90.9,6.0,115.1,2.58,11.0,4.54,Non-uniform
2022-07-30,603.29,282.5,188.08,6.73,396.56,33.96,2.67,Urea-formaldehyde,0.58,28.83,18.98,17.26,5.05,77.71,80.17,65.78,36.92,0.96,1416.57,0.48,0.015,9.83,200.0,9.02,4.36,98.6,2.83,99.4,Poor,4.73,11.93,84.2,5.7,86.8,2.0,82.0,0.22,Uniform
2022-06-18,795.45,123.49,207.8,8.42,345.48,39.48,1.81,Phenol-formaldehyde,0.71,20.12,16.58,21.78,13.05,126.63,58.78,56.46,43.47,1.44,1421.14,0.29,0.019,15.25,199.9,11.33,1.44,97.9,3.2,92.7,Good,4.46,15.56,90.5,13.2,101.5,2.82,13.0,4.0,Non-uniform
2022-07-11,791.52,142.33,224.78,8.82,380.42,31.75,2.73,Melamine,0.58,49.19,11.19,13.65,5.41,103.28,79.51,82.08,46.47,3.66,1447.26,0.41,0.018,16.22,222.1,6.92,3.07,93.7,2.21,92.2,Poor,3.59,9.63,86.6,8.5,99.9,2.66,13.0,5.18,Uniform
2022-03-02,725.59,113.43,193.5,5.37,391.51,20.21,2.91,Phenol-formaldehyde,0.51,25.64,15.44,34.39,10.63,116.02,74.63,85.23,48.96,0.68,674.24,0.69,0.037,9.11,228.9,5.7,1.65,92.5,4.52,98.2,Excellent,3.61,7.47,87.0,6.8,94.3,1.56,66.0,5.83,Uniform
2022-09-21,733.57,137.03,222.08,7.13,386.73,36.43,0.56,Phenol-formaldehyde,0.36,39.15,16.46,20.81,5.9,179.61,59.35,89.13,38.63,4.95,762.71,0.12,0.024,18.24,203.6,11.57,2.97,96.2,3.07,90.2,Excellent,0.6,7.01,86.5,9.7,97.0,1.84,90.0,8.59,Uniform
2022-06-19,792.3,271.47,181.45,11.55,372.9,23.53,0.56,Melamine,0.77,38.11,24.99,10.99,5.29,103.88,57.06,69.47,49.58,0.92,744.57,0.88,0.022,15.06,180.4,5.49,4.27,94.9,4.43,94.9,Fair,2.7,12.52,85.2,14.2,91.9,2.05,69.0,0.38,Uniform
2022-11-25,753.87,119.98,197.77,9.23,302.04,25.26,2.34,Urea-formaldehyde,0.34,36.6,9.59,3.23,5.75,75.59,78.98,56.34,35.92,1.17,1431.35,0.75,0.041,17.89,197.4,10.87,2.41,92.8,1.61,95.1,Poor,3.2,11.12,98.1,7.6,112.9,1.55,34.0,9.9,Non-uniform
2022-09-11,650.76,168.56,211.69,11.28,385.29,22.41,2.22,Phenol-formaldehyde,0.38,32.33,19.01,20.01,12.96,69.51,83.17,91.35,42.03,1.96,790.41,0.7,0.031,11.27,204.5,10.64,1.11,94.5,2.45,90.6,Poor,2.77,11.56,83.4,10.4,119.2,1.55,44.0,1.04,Uniform
2022-06-04,653.51,203.88,185.1,8.78,392.97,21.09,1.84,Urea-formaldehyde,0.37,23.28,16.8,14.8,10.31,91.46,85.12,92.29,31.66,4.84,996.04,0.75,0.046,19.68,214.7,6.1,1.06,95.5,4.16,93.8,Fair,1.06,19.95,95.8,10.4,112.5,2.17,58.0,2.02,Non-uniform
2022-02-14,779.69,103.22,189.89,11.39,375.71,27.5,1.08,Melamine,0.65,29.33,13.21,-4.7,8.83,112.0,62.11,98.67,33.19,4.2,950.84,0.76,0.017,19.07,189.5,6.78,3.17,96.5,2.46,98.1,Excellent,0.12,16.2,84.5,7.7,86.0,2.0,30.0,6.35,Uniform
2022-09-06,670.39,265.11,186.95,6.44,388.04,29.34,1.07,Phenol-formaldehyde,0.42,31.26,23.3,32.2,8.12,86.72,87.91,98.73,32.74,3.78,1499.19,0.23,0.018,14.22,189.9,10.32,2.4,94.7,2.06,91.6,Good,1.3,14.4,81.9,8.2,90.8,2.67,77.0,2.07,Non-uniform
2022-12-09,642.46,152.29,196.96,8.32,334.89,27.64,2.0,Phenol-formaldehyde,0.31,31.78,11.74,14.07,6.18,147.43,45.15,61.59,46.19,1.4,1304.12,0.48,0.049,13.65,215.4,9.63,3.62,97.7,2.43,91.8,Excellent,3.17,19.09,89.9,9.7,82.9,2.64,36.0,8.99,Uniform
2022-08-22,698.68,103.56,217.77,11.01,374.79,28.53,2.15,Urea-formaldehyde,0.44,27.83,22.32,15.87,5.08,74.98,32.91,72.52,39.86,0.9,1097.58,0.84,0.03,8.68,206.5,5.12,3.07,93.0,1.74,97.3,Poor,3.27,15.37,96.0,5.1,106.1,2.92,59.0,1.37,Uniform
2022-09-10,692.86,123.48,183.87,7.86,310.95,30.93,2.89,Urea-formaldehyde,0.68,26.83,21.65,31.73,5.84,101.69,73.53,83.85,34.47,0.19,1262.81,0.33,0.048,16.82,198.2,6.72,1.75,92.7,2.85,94.3,Poor,0.11,11.56,97.6,14.0,114.2,1.68,26.0,1.0,Non-uniform
2022-08-03,790.38,149.73,189.79,11.39,307.85,39.95,2.35,Melamine,0.44,22.8,23.23,25.09,6.5,110.48,82.83,73.02,46.04,3.09,565.88,0.27,0.033,12.64,187.4,11.62,2.29,90.3,3.68,99.9,Poor,0.46,18.67,96.4,5.7,114.4,2.22,11.0,0.59,Non-uniform
2022-05-09,669.8,289.05,195.95,6.27,331.54,28.85,2.87,Urea-formaldehyde,0.34,41.12,15.17,-4.85,13.76,124.57,41.96,71.59,38.52,2.01,1018.89,0.77,0.013,13.95,220.0,5.14,4.56,90.7,2.43,99.4,Good,3.06,6.52,85.1,9.7,107.4,2.93,72.0,6.34,Uniform
2022-04-28,699.06,206.86,191.44,8.28,342.35,28.2,2.63,Melamine,0.48,26.81,21.19,17.02,6.44,153.56,76.02,78.98,46.23,2.55,833.66,0.1,0.019,13.5,194.1,11.9,2.96,92.2,2.31,90.9,Excellent,2.85,0.39,94.9,10.2,114.3,1.96,53.0,3.74,Non-uniform
2022-02-17,684.17,153.46,194.22,11.27,346.42,31.18,2.03,Melamine,0.34,27.62,15.39,-3.97,10.92,79.27,87.03,50.3,32.2,1.16,1185.62,0.37,0.033,19.66,191.6,10.15,2.47,97.7,1.08,94.7,Excellent,1.95,12.82,92.8,6.1,84.9,2.68,86.0,6.05,Non-uniform
2022-05-16,791.4,249.46,215.25,5.13,328.5,28.18,2.29,Phenol-formaldehyde,0.61,31.62,18.63,11.86,14.64,149.11,40.72,70.12,48.03,2.26,575.55,0.72,0.01,9.33,205.3,6.64,1.07,91.7,3.35,97.6,Poor,3.23,3.3,98.9,8.3,112.4,2.59,53.0,1.65,Uniform
2022-07-31,705.47,234.72,208.66,11.02,374.89,24.56,0.8,Urea-formaldehyde,0.8,43.25,15.19,32.61,7.46,79.2,41.57,61.52,39.51,3.7,1139.66,0.58,0.017,19.94,224.8,6.4,3.25,91.9,3.24,94.1,Excellent,4.82,18.05,82.0,10.4,119.1,2.21,42.0,9.45,Uniform
2022-09-28,713.56,176.09,206.23,10.97,394.63,26.09,2.81,Urea-formaldehyde,0.35,21.09,21.39,14.49,5.82,100.29,49.15,81.98,39.13,1.79,843.3,0.62,0.05,14.27,196.4,6.88,1.43,94.4,4.5,90.8,Good,2.59,14.31,89.0,12.0,117.5,1.93,100.0,0.68,Uniform
2022-12-08,748.09,287.94,228.19,10.95,375.11,29.0,2.19,Melamine,0.41,36.88,20.74,1.9,5.37,127.59,64.11,52.22,42.96,0.13,814.73,0.24,0.027,13.22,221.2,7.09,4.78,97.2,1.44,98.2,Good,2.32,16.15,87.7,14.2,107.7,1.51,83.0,0.49,Non-uniform
2022-10-17,788.14,247.9,205.18,5.33,326.55,26.35,2.58,Melamine,0.49,27.09,13.7,30.33,11.28,140.19,70.64,83.54,32.18,3.43,661.83,0.23,0.047,5.62,200.5,8.05,3.52,96.0,4.93,99.8,Good,2.85,18.75,93.9,12.5,110.8,1.84,36.0,2.35,Non-uniform
2022-04-15,763.89,163.96,218.73,6.96,399.1,37.35,0.78,Phenol-formaldehyde,0.73,32.59,24.74,10.72,10.46,92.94,48.49,82.13,36.17,3.21,1243.46,0.77,0.044,19.63,194.3,9.21,4.03,94.9,4.04,99.9,Good,1.37,15.16,81.9,7.3,81.9,1.82,82.0,4.97,Non-uniform
2022-12-08,729.82,238.27,187.26,11.34,347.87,37.02,2.68,Urea-formaldehyde,0.76,40.15,10.5,17.04,5.63,63.57,77.92,57.46,35.99,0.03,769.79,0.35,0.039,16.12,224.6,11.93,3.48,91.7,2.31,95.7,Excellent,2.37,6.0,99.0,7.4,93.3,2.94,19.0,1.91,Non-uniform
2022-05-11,638.78,214.59,201.62,9.2,385.74,37.09,0.85,Melamine,0.68,49.16,23.8,25.55,10.69,123.6,75.09,80.06,39.84,2.62,639.36,0.54,0.032,10.89,189.1,11.91,4.07,90.4,2.18,95.4,Poor,2.42,16.32,91.1,9.7,84.0,2.7,51.0,5.27,Uniform
2022-01-05,655.03,135.55,228.58,6.8,336.27,25.38,0.52,Melamine,0.69,48.24,12.67,27.41,11.61,77.09,67.32,82.81,49.22,4.82,908.41,0.35,0.023,16.78,199.4,10.1,4.6,95.7,3.36,95.1,Fair,3.14,5.72,93.9,13.5,91.0,2.39,47.0,4.78,Non-uniform
2022-10-24,608.01,195.93,222.85,8.76,340.4,37.94,1.37,Melamine,0.37,25.95,16.02,7.48,6.61,92.96,38.12,63.79,41.11,0.03,831.72,0.32,0.013,8.81,184.4,8.62,4.38,92.3,2.42,99.6,Poor,4.82,2.31,89.5,11.4,101.6,1.74,97.0,5.58,Non-uniform
2022-12-20,789.45,244.1,222.7,7.79,399.88,28.35,2.86,Phenol-formaldehyde,0.34,40.22,10.08,25.66,9.8,175.89,39.53,64.9,44.56,4.74,562.07,0.59,0.022,15.59,227.5,7.81,4.85,95.7,3.53,91.5,Good,1.83,19.18,83.4,10.6,95.5,2.38,47.0,9.86,Uniform
2022-12-12,654.05,234.99,182.88,11.1,378.49,21.68,2.77,Urea-formaldehyde,0.66,30.29,10.7,5.14,10.69,127.01,42.68,72.79,46.74,2.85,744.72,0.78,0.023,18.07,184.5,9.08,3.02,96.7,3.32,91.6,Fair,4.37,1.56,83.1,5.4,94.8,1.64,66.0,5.83,Uniform
2022-12-23,618.44,165.64,185.13,8.26,361.16,20.13,0.62,Phenol-formaldehyde,0.5,25.67,8.81,26.0,7.54,130.21,85.23,95.94,49.13,0.32,1087.84,0.17,0.042,17.11,181.9,7.54,3.7,95.3,3.39,90.7,Good,3.4,16.46,81.4,8.5,91.2,2.98,50.0,4.72,Non-uniform
2022-01-23,641.65,225.0,217.98,10.43,345.19,36.46,2.44,Phenol-formaldehyde,0.79,46.24,22.87,7.75,7.86,121.83,47.46,52.64,39.24,2.67,1128.68,0.72,0.029,15.99,204.9,9.91,2.45,96.3,1.01,95.8,Good,2.82,18.8,85.0,6.2,108.3,2.85,27.0,6.35,Uniform
2022-12-13,661.35,129.2,227.05,6.24,342.69,26.59,0.92,Melamine,0.64,23.94,18.26,15.3,10.04,99.98,31.04,66.82,47.05,1.17,911.88,0.24,0.031,10.14,203.0,7.95,4.17,91.9,1.2,90.2,Poor,0.26,18.93,87.2,9.5,104.6,1.81,82.0,2.52,Non-uniform
2022-10-04,713.39,151.48,225.84,8.55,334.0,25.97,1.27,Urea-formaldehyde,0.75,39.34,14.48,11.61,9.31,103.72,66.23,91.99,47.94,2.96,568.35,0.21,0.036,19.23,212.2,8.61,4.79,98.0,2.43,99.3,Good,2.84,3.9,90.0,8.2,101.6,1.79,69.0,2.29,Non-uniform
2022-04-01,708.65,190.41,222.32,7.84,384.83,35.99,2.43,Urea-formaldehyde,0.71,46.24,23.95,31.74,6.59,117.24,73.2,80.42,43.58,3.35,920.59,0.2,0.035,14.09,194.5,5.25,4.84,92.1,3.41,98.3,Good,3.94,11.33,81.1,6.7,107.5,2.37,17.0,6.94,Non-uniform
2022-01-26,679.14,230.87,182.22,8.81,343.21,22.0,1.73,Melamine,0.65,34.22,24.85,18.33,8.32,118.17,47.25,92.74,43.38,0.43,1147.53,0.68,0.022,10.98,215.2,6.86,2.71,93.5,1.79,96.6,Poor,0.12,13.81,92.0,10.4,116.1,1.96,42.0,9.93,Uniform
2022-01-27,747.26,205.83,197.68,11.22,371.7,20.4,2.6,Phenol-formaldehyde,0.61,49.64,16.18,23.49,13.11,178.38,56.84,59.46,41.63,1.45,1439.5,0.39,0.012,17.12,202.8,9.3,3.37,91.5,3.44,95.9,Poor,3.68,17.04,90.9,13.2,117.6,1.56,10.0,9.31,Non-uniform
2022-09-05,726.61,299.9,196.28,8.51,329.71,20.36,2.85,Urea-formaldehyde,0.48,39.33,12.77,15.11,8.03,122.07,36.56,97.91,32.95,2.23,1042.17,0.56,0.046,8.04,206.9,7.92,2.94,97.4,4.63,96.5,Good,2.19,2.13,89.3,14.6,84.0,1.85,53.0,4.99,Uniform
2022-12-02,634.58,185.96,229.21,7.68,348.17,35.36,1.3,Melamine,0.45,39.73,16.19,9.92,13.43,95.45,42.54,62.31,49.76,3.0,1055.91,0.71,0.011,6.31,186.6,8.49,1.75,91.1,2.4,98.3,Poor,4.7,8.74,91.2,8.8,117.8,1.93,64.0,2.58,Non-uniform
